state,age_group,gender,race,cause_of_death,deaths,population
Kentucky,20-24 years,Female,White,"Person injured in unspecified motor-vehicle accident, traffic",11.0,126528.0
Kentucky,20-24 years,Female,White,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",10.0,126528.0
Kentucky,20-24 years,Male,Black or African American,Assault by other and unspecified firearm discharge,21.0,19914.0
Kentucky,20-24 years,Male,White,Person injured in collision between other specified motor vehicles (traffic),16.0,135022.0
Kentucky,20-24 years,Male,White,"Person injured in unspecified motor-vehicle accident, traffic",25.0,135022.0
Kentucky,20-24 years,Male,White,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",21.0,135022.0
Kentucky,20-24 years,Male,White,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",17.0,135022.0
Kentucky,20-24 years,Male,White,"Intentional self-harm by hanging, strangulation and suffocation",13.0,135022.0
Kentucky,20-24 years,Male,White,Intentional self-harm by other and unspecified firearm discharge,21.0,135022.0
Kentucky,20-24 years,Male,White,Assault by other and unspecified firearm discharge,10.0,135022.0
Kentucky,25-34 years,Female,White,"Septicaemia, unspecified",10.0,250218.0
Kentucky,25-34 years,Female,White,"Breast, unspecified - Malignant neoplasms",10.0,250218.0
Kentucky,25-34 years,Female,White,Person injured in collision between other specified motor vehicles (traffic),14.0,250218.0
Kentucky,25-34 years,Female,White,"Person injured in unspecified motor-vehicle accident, traffic",11.0,250218.0
Kentucky,25-34 years,Female,White,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",30.0,250218.0
Kentucky,25-34 years,Female,White,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",55.0,250218.0
Kentucky,25-34 years,Male,Black or African American,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",11.0,28978.0
Kentucky,25-34 years,Male,Black or African American,Assault by other and unspecified firearm discharge,25.0,28978.0
Kentucky,25-34 years,Male,White,Person injured in collision between other specified motor vehicles (traffic),12.0,253792.0
Kentucky,25-34 years,Male,White,"Person injured in unspecified motor-vehicle accident, traffic",36.0,253792.0
Kentucky,25-34 years,Male,White,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",75.0,253792.0
Kentucky,25-34 years,Male,White,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",92.0,253792.0
Kentucky,25-34 years,Male,White,"Intentional self-harm by hanging, strangulation and suffocation",31.0,253792.0
Kentucky,25-34 years,Male,White,Intentional self-harm by other and unspecified firearm discharge,32.0,253792.0
Kentucky,25-34 years,Male,White,Assault by other and unspecified firearm discharge,17.0,253792.0
Kentucky,35-44 years,Female,White,"Septicaemia, unspecified",16.0,245515.0
Kentucky,35-44 years,Female,White,"Colon, unspecified - Malignant neoplasms",10.0,245515.0
Kentucky,35-44 years,Female,White,"Breast, unspecified - Malignant neoplasms",17.0,245515.0
Kentucky,35-44 years,Female,White,"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use",16.0,245515.0
Kentucky,35-44 years,Female,White,Hypertensive heart disease without (congestive) heart failure,10.0,245515.0
Kentucky,35-44 years,Female,White,"Acute myocardial infarction, unspecified",27.0,245515.0
Kentucky,35-44 years,Female,White,"Person injured in unspecified motor-vehicle accident, traffic",11.0,245515.0
Kentucky,35-44 years,Female,White,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",31.0,245515.0
Kentucky,35-44 years,Female,White,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",95.0,245515.0
Kentucky,35-44 years,Female,White,Assault by other and unspecified firearm discharge,10.0,245515.0
Kentucky,35-44 years,Male,Black or African American,Assault by other and unspecified firearm discharge,16.0,24075.0
Kentucky,35-44 years,Male,White,"Septicaemia, unspecified",12.0,245319.0
Kentucky,35-44 years,Male,White,"Bronchus or lung, unspecified - Malignant neoplasms",15.0,245319.0
Kentucky,35-44 years,Male,White,Malignant neoplasm without specification of site,10.0,245319.0
Kentucky,35-44 years,Male,White,"Unspecified diabetes mellitus, without complications",11.0,245319.0
Kentucky,35-44 years,Male,White,"Mental and behavioural disorders due to use of alcohol, harmful use",12.0,245319.0
Kentucky,35-44 years,Male,White,"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use",10.0,245319.0
Kentucky,35-44 years,Male,White,Hypertensive heart disease without (congestive) heart failure,14.0,245319.0
Kentucky,35-44 years,Male,White,"Acute myocardial infarction, unspecified",50.0,245319.0
Kentucky,35-44 years,Male,White,"Atherosclerotic cardiovascular disease, so described",22.0,245319.0
Kentucky,35-44 years,Male,White,Atherosclerotic heart disease,15.0,245319.0
Kentucky,35-44 years,Male,White,Person injured in collision between other specified motor vehicles (traffic),11.0,245319.0
Kentucky,35-44 years,Male,White,"Person injured in unspecified motor-vehicle accident, traffic",31.0,245319.0
Kentucky,35-44 years,Male,White,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",19.0,245319.0
Kentucky,35-44 years,Male,White,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",87.0,245319.0
Kentucky,35-44 years,Male,White,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",140.0,245319.0
Kentucky,35-44 years,Male,White,"Intentional self-harm by hanging, strangulation and suffocation",24.0,245319.0
Kentucky,35-44 years,Male,White,Intentional self-harm by other and unspecified firearm discharge,50.0,245319.0
Kentucky,35-44 years,Male,White,Assault by other and unspecified firearm discharge,23.0,245319.0
Kentucky,45-54 years,Female,Black or African American,"Breast, unspecified - Malignant neoplasms",11.0,23592.0
Kentucky,45-54 years,Female,White,"Septicaemia, unspecified",22.0,272562.0
Kentucky,45-54 years,Female,White,"Colon, unspecified - Malignant neoplasms",18.0,272562.0
Kentucky,45-54 years,Female,White,"Pancreas, unspecified - Malignant neoplasms",15.0,272562.0
Kentucky,45-54 years,Female,White,"Bronchus or lung, unspecified - Malignant neoplasms",105.0,272562.0
Kentucky,45-54 years,Female,White,"Breast, unspecified - Malignant neoplasms",74.0,272562.0
Kentucky,45-54 years,Female,White,"Cervix uteri, unspecified - Malignant neoplasms",17.0,272562.0
Kentucky,45-54 years,Female,White,Malignant neoplasm of ovary,18.0,272562.0
Kentucky,45-54 years,Female,White,"Brain, unspecified - Malignant neoplasms",13.0,272562.0
Kentucky,45-54 years,Female,White,Malignant neoplasm without specification of site,20.0,272562.0
Kentucky,45-54 years,Female,White,"Unspecified diabetes mellitus, with renal complications",11.0,272562.0
Kentucky,45-54 years,Female,White,"Unspecified diabetes mellitus, without complications",18.0,272562.0
Kentucky,45-54 years,Female,White,"Obesity, unspecified",10.0,272562.0
Kentucky,45-54 years,Female,White,"Anoxic brain damage, not elsewhere classified",12.0,272562.0
Kentucky,45-54 years,Female,White,Hypertensive heart disease without (congestive) heart failure,30.0,272562.0
Kentucky,45-54 years,Female,White,"Acute myocardial infarction, unspecified",71.0,272562.0
Kentucky,45-54 years,Female,White,"Atherosclerotic cardiovascular disease, so described",35.0,272562.0
Kentucky,45-54 years,Female,White,Atherosclerotic heart disease,23.0,272562.0
Kentucky,45-54 years,Female,White,"Cardiac arrest, unspecified",11.0,272562.0
Kentucky,45-54 years,Female,White,Congestive heart failure,12.0,272562.0
Kentucky,45-54 years,Female,White,"Subarachnoid haemorrhage, unspecified",10.0,272562.0
Kentucky,45-54 years,Female,White,"Stroke, not specified as haemorrhage or infarction",10.0,272562.0
Kentucky,45-54 years,Female,White,"Chronic obstructive pulmonary disease, unspecified",52.0,272562.0
Kentucky,45-54 years,Female,White,Alcoholic cirrhosis of liver,20.0,272562.0
Kentucky,45-54 years,Female,White,Other and unspecified cirrhosis of liver,15.0,272562.0
Kentucky,45-54 years,Female,White,Person injured in collision between other specified motor vehicles (traffic),14.0,272562.0
Kentucky,45-54 years,Female,White,"Person injured in unspecified motor-vehicle accident, traffic",21.0,272562.0
Kentucky,45-54 years,Female,White,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",42.0,272562.0
Kentucky,45-54 years,Female,White,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",70.0,272562.0
Kentucky,45-54 years,Female,White,Intentional self-harm by other and unspecified firearm discharge,20.0,272562.0
Kentucky,45-54 years,Male,Black or African American,Hypertensive heart disease without (congestive) heart failure,14.0,22733.0
Kentucky,45-54 years,Male,Black or African American,Assault by other and unspecified firearm discharge,12.0,22733.0
Kentucky,45-54 years,Male,White,"Septicaemia, unspecified",36.0,266902.0
Kentucky,45-54 years,Male,White,Chronic viral hepatitis C,11.0,266902.0
Kentucky,45-54 years,Male,White,"Oesophagus, unspecified - Malignant neoplasms",16.0,266902.0
Kentucky,45-54 years,Male,White,"Colon, unspecified - Malignant neoplasms",30.0,266902.0
Kentucky,45-54 years,Male,White,"Liver, unspecified - Malignant neoplasms",10.0,266902.0
Kentucky,45-54 years,Male,White,"Pancreas, unspecified - Malignant neoplasms",24.0,266902.0
Kentucky,45-54 years,Male,White,"Bronchus or lung, unspecified - Malignant neoplasms",113.0,266902.0
Kentucky,45-54 years,Male,White,"Malignant neoplasm of kidney, except renal pelvis",12.0,266902.0
Kentucky,45-54 years,Male,White,"Brain, unspecified - Malignant neoplasms",25.0,266902.0
Kentucky,45-54 years,Male,White,Malignant neoplasm without specification of site,17.0,266902.0
Kentucky,45-54 years,Male,White,"Unspecified diabetes mellitus, with renal complications",14.0,266902.0
Kentucky,45-54 years,Male,White,"Unspecified diabetes mellitus, without complications",39.0,266902.0
Kentucky,45-54 years,Male,White,"Mental and behavioural disorders due to use of alcohol, harmful use",14.0,266902.0
Kentucky,45-54 years,Male,White,"Mental and behavioural disorders due to use of alcohol, dependence syndrome",17.0,266902.0
Kentucky,45-54 years,Male,White,Essential (primary) hypertension,13.0,266902.0
Kentucky,45-54 years,Male,White,Hypertensive heart disease without (congestive) heart failure,45.0,266902.0
Kentucky,45-54 years,Male,White,"Acute myocardial infarction, unspecified",186.0,266902.0
Kentucky,45-54 years,Male,White,"Atherosclerotic cardiovascular disease, so described",56.0,266902.0
Kentucky,45-54 years,Male,White,Atherosclerotic heart disease,43.0,266902.0
Kentucky,45-54 years,Male,White,"Chronic ischaemic heart disease, unspecified",10.0,266902.0
Kentucky,45-54 years,Male,White,Pulmonary embolism without mention of acute cor pulmonale,16.0,266902.0
Kentucky,45-54 years,Male,White,"Cardiac arrest, unspecified",22.0,266902.0
Kentucky,45-54 years,Male,White,"Cardiac arrhythmia, unspecified",12.0,266902.0
Kentucky,45-54 years,Male,White,Congestive heart failure,17.0,266902.0
Kentucky,45-54 years,Male,White,"Stroke, not specified as haemorrhage or infarction",15.0,266902.0
Kentucky,45-54 years,Male,White,"Pneumonia, unspecified",14.0,266902.0
Kentucky,45-54 years,Male,White,"Chronic obstructive pulmonary disease, unspecified",43.0,266902.0
Kentucky,45-54 years,Male,White,Alcoholic cirrhosis of liver,39.0,266902.0
Kentucky,45-54 years,Male,White,Other and unspecified cirrhosis of liver,38.0,266902.0
Kentucky,45-54 years,Male,White,Person injured in collision between other specified motor vehicles (traffic),15.0,266902.0
Kentucky,45-54 years,Male,White,"Person injured in unspecified motor-vehicle accident, traffic",27.0,266902.0
Kentucky,45-54 years,Male,White,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",15.0,266902.0
Kentucky,45-54 years,Male,White,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",51.0,266902.0
Kentucky,45-54 years,Male,White,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",119.0,266902.0
Kentucky,45-54 years,Male,White,"Intentional self-harm by hanging, strangulation and suffocation",23.0,266902.0
Kentucky,45-54 years,Male,White,Intentional self-harm by other and unspecified firearm discharge,66.0,266902.0
Kentucky,45-54 years,Male,White,Assault by other and unspecified firearm discharge,14.0,266902.0
Kentucky,55-64 years,Female,Black or African American,"Bronchus or lung, unspecified - Malignant neoplasms",20.0,23066.0
Kentucky,55-64 years,Female,Black or African American,"Breast, unspecified - Malignant neoplasms",10.0,23066.0
Kentucky,55-64 years,Female,White,"Septicaemia, unspecified",55.0,278799.0
Kentucky,55-64 years,Female,White,Chronic viral hepatitis C,10.0,278799.0
Kentucky,55-64 years,Female,White,"Colon, unspecified - Malignant neoplasms",51.0,278799.0
Kentucky,55-64 years,Female,White,Malignant neoplasm of rectosigmoid junction,10.0,278799.0
Kentucky,55-64 years,Female,White,Malignant neoplasm of rectum,13.0,278799.0
Kentucky,55-64 years,Female,White,Intrahepatic bile duct carcinoma - Malignant neoplasms,10.0,278799.0
Kentucky,55-64 years,Female,White,"Pancreas, unspecified - Malignant neoplasms",63.0,278799.0
Kentucky,55-64 years,Female,White,"Bronchus or lung, unspecified - Malignant neoplasms",293.0,278799.0
Kentucky,55-64 years,Female,White,"Breast, unspecified - Malignant neoplasms",133.0,278799.0
Kentucky,55-64 years,Female,White,"Cervix uteri, unspecified - Malignant neoplasms",12.0,278799.0
Kentucky,55-64 years,Female,White,Endometrium - Malignant neoplasms,10.0,278799.0
Kentucky,55-64 years,Female,White,Malignant neoplasm of ovary,29.0,278799.0
Kentucky,55-64 years,Female,White,"Malignant neoplasm of kidney, except renal pelvis",15.0,278799.0
Kentucky,55-64 years,Female,White,"Brain, unspecified - Malignant neoplasms",21.0,278799.0
Kentucky,55-64 years,Female,White,Malignant neoplasm without specification of site,42.0,278799.0
Kentucky,55-64 years,Female,White,"Non-Hodgkin lymphoma, unspecified type",11.0,278799.0
Kentucky,55-64 years,Female,White,Multiple myeloma - Malignant neoplasms,12.0,278799.0
Kentucky,55-64 years,Female,White,Acute myeloid leukaemia - Malignant neoplasms,13.0,278799.0
Kentucky,55-64 years,Female,White,"Non-insulin-dependent diabetes mellitus, without complications",11.0,278799.0
Kentucky,55-64 years,Female,White,"Unspecified diabetes mellitus, with renal complications",19.0,278799.0
Kentucky,55-64 years,Female,White,"Unspecified diabetes mellitus, without complications",37.0,278799.0
Kentucky,55-64 years,Female,White,Acidosis,11.0,278799.0
Kentucky,55-64 years,Female,White,Unspecified dementia,14.0,278799.0
Kentucky,55-64 years,Female,White,Motor neuron disease,14.0,278799.0
Kentucky,55-64 years,Female,White,"Alzheimer disease, unspecified",11.0,278799.0
Kentucky,55-64 years,Female,White,"Anoxic brain damage, not elsewhere classified",25.0,278799.0
Kentucky,55-64 years,Female,White,Essential (primary) hypertension,15.0,278799.0
Kentucky,55-64 years,Female,White,Hypertensive heart disease without (congestive) heart failure,43.0,278799.0
Kentucky,55-64 years,Female,White,"Acute myocardial infarction, unspecified",168.0,278799.0
Kentucky,55-64 years,Female,White,"Atherosclerotic cardiovascular disease, so described",43.0,278799.0
Kentucky,55-64 years,Female,White,Atherosclerotic heart disease,42.0,278799.0
Kentucky,55-64 years,Female,White,"Chronic ischaemic heart disease, unspecified",10.0,278799.0
Kentucky,55-64 years,Female,White,Pulmonary embolism without mention of acute cor pulmonale,20.0,278799.0
Kentucky,55-64 years,Female,White,"Cardiac arrest, unspecified",30.0,278799.0
Kentucky,55-64 years,Female,White,"Cardiac arrhythmia, unspecified",17.0,278799.0
Kentucky,55-64 years,Female,White,Congestive heart failure,36.0,278799.0
Kentucky,55-64 years,Female,White,"Heart failure, unspecified",11.0,278799.0
Kentucky,55-64 years,Female,White,"Intracerebral haemorrhage, unspecified",12.0,278799.0
Kentucky,55-64 years,Female,White,"Stroke, not specified as haemorrhage or infarction",29.0,278799.0
Kentucky,55-64 years,Female,White,"Pneumonia, unspecified",33.0,278799.0
Kentucky,55-64 years,Female,White,"Emphysema, unspecified",14.0,278799.0
Kentucky,55-64 years,Female,White,Chronic obstructive pulmonary disease with acute lower respiratory infection,20.0,278799.0
Kentucky,55-64 years,Female,White,"Chronic obstructive pulmonary disease, unspecified",202.0,278799.0
Kentucky,55-64 years,Female,White,Pneumonitis due to food and vomit,10.0,278799.0
Kentucky,55-64 years,Female,White,Other interstitial pulmonary diseases with fibrosis,11.0,278799.0
Kentucky,55-64 years,Female,White,Alcoholic cirrhosis of liver,21.0,278799.0
Kentucky,55-64 years,Female,White,Other and unspecified cirrhosis of liver,50.0,278799.0
Kentucky,55-64 years,Female,White,"Fatty (change of) liver, not elsewhere classified",22.0,278799.0
Kentucky,55-64 years,Female,White,"Acute renal failure, unspecified",13.0,278799.0
Kentucky,55-64 years,Female,White,"Chronic kidney disease, stage 5",18.0,278799.0
Kentucky,55-64 years,Female,White,"Urinary tract infection, site not specified",12.0,278799.0
Kentucky,55-64 years,Female,White,"Down syndrome, unspecified",10.0,278799.0
Kentucky,55-64 years,Female,White,"Person injured in unspecified motor-vehicle accident, traffic",11.0,278799.0
Kentucky,55-64 years,Female,White,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",17.0,278799.0
Kentucky,55-64 years,Female,White,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",48.0,278799.0
Kentucky,55-64 years,Female,White,Intentional self-harm by other and unspecified firearm discharge,14.0,278799.0
Kentucky,55-64 years,Male,Black or African American,"Bronchus or lung, unspecified - Malignant neoplasms",30.0,20513.0
Kentucky,55-64 years,Male,Black or African American,Hypertensive heart disease without (congestive) heart failure,30.0,20513.0
Kentucky,55-64 years,Male,Black or African American,"Acute myocardial infarction, unspecified",22.0,20513.0
Kentucky,55-64 years,Male,Black or African American,"Cardiac arrest, unspecified",11.0,20513.0
Kentucky,55-64 years,Male,White,"Septicaemia, unspecified",59.0,260740.0
Kentucky,55-64 years,Male,White,Chronic viral hepatitis C,19.0,260740.0
Kentucky,55-64 years,Male,White,"Oesophagus, unspecified - Malignant neoplasms",45.0,260740.0
Kentucky,55-64 years,Male,White,"Stomach, unspecified - Malignant neoplasms",10.0,260740.0
Kentucky,55-64 years,Male,White,"Colon, unspecified - Malignant neoplasms",65.0,260740.0
Kentucky,55-64 years,Male,White,Malignant neoplasm of rectosigmoid junction,11.0,260740.0
Kentucky,55-64 years,Male,White,Malignant neoplasm of rectum,16.0,260740.0
Kentucky,55-64 years,Male,White,Liver cell carcinoma - Malignant neoplasms,39.0,260740.0
Kentucky,55-64 years,Male,White,Intrahepatic bile duct carcinoma - Malignant neoplasms,14.0,260740.0
Kentucky,55-64 years,Male,White,"Liver, unspecified - Malignant neoplasms",21.0,260740.0
Kentucky,55-64 years,Male,White,"Pancreas, unspecified - Malignant neoplasms",59.0,260740.0
Kentucky,55-64 years,Male,White,"Larynx, unspecified - Malignant neoplasms",20.0,260740.0
Kentucky,55-64 years,Male,White,"Bronchus or lung, unspecified - Malignant neoplasms",380.0,260740.0
Kentucky,55-64 years,Male,White,"Malignant melanoma of skin, unspecified - Malignant neoplasms",24.0,260740.0
Kentucky,55-64 years,Male,White,Malignant neoplasm of prostate,31.0,260740.0
Kentucky,55-64 years,Male,White,"Malignant neoplasm of kidney, except renal pelvis",37.0,260740.0
Kentucky,55-64 years,Male,White,"Bladder, unspecified - Malignant neoplasms",27.0,260740.0
Kentucky,55-64 years,Male,White,"Brain, unspecified - Malignant neoplasms",37.0,260740.0
Kentucky,55-64 years,Male,White,Secondary malignant neoplasm of other specified sites - Malignant neoplasms,12.0,260740.0
Kentucky,55-64 years,Male,White,Malignant neoplasm without specification of site,53.0,260740.0
Kentucky,55-64 years,Male,White,"Non-Hodgkin lymphoma, unspecified type",16.0,260740.0
Kentucky,55-64 years,Male,White,Multiple myeloma - Malignant neoplasms,15.0,260740.0
Kentucky,55-64 years,Male,White,Acute myeloid leukaemia - Malignant neoplasms,13.0,260740.0
Kentucky,55-64 years,Male,White,Malignant neoplasms of independent (primary) multiple sites,12.0,260740.0
Kentucky,55-64 years,Male,White,"Non-insulin-dependent diabetes mellitus, with renal complications",21.0,260740.0
Kentucky,55-64 years,Male,White,"Non-insulin-dependent diabetes mellitus, without complications",15.0,260740.0
Kentucky,55-64 years,Male,White,"Unspecified diabetes mellitus, with renal complications",28.0,260740.0
Kentucky,55-64 years,Male,White,"Unspecified diabetes mellitus, without complications",70.0,260740.0
Kentucky,55-64 years,Male,White,Acidosis,10.0,260740.0
Kentucky,55-64 years,Male,White,"Mental and behavioural disorders due to use of alcohol, harmful use",21.0,260740.0
Kentucky,55-64 years,Male,White,"Mental and behavioural disorders due to use of alcohol, dependence syndrome",24.0,260740.0
Kentucky,55-64 years,Male,White,Motor neuron disease,16.0,260740.0
Kentucky,55-64 years,Male,White,"Anoxic brain damage, not elsewhere classified",29.0,260740.0
Kentucky,55-64 years,Male,White,Essential (primary) hypertension,21.0,260740.0
Kentucky,55-64 years,Male,White,Hypertensive heart disease without (congestive) heart failure,96.0,260740.0
Kentucky,55-64 years,Male,White,"Acute myocardial infarction, unspecified",410.0,260740.0
Kentucky,55-64 years,Male,White,"Acute ischaemic heart disease, unspecified",13.0,260740.0
Kentucky,55-64 years,Male,White,"Atherosclerotic cardiovascular disease, so described",98.0,260740.0
Kentucky,55-64 years,Male,White,Atherosclerotic heart disease,126.0,260740.0
Kentucky,55-64 years,Male,White,Ischaemic cardiomyopathy,17.0,260740.0
Kentucky,55-64 years,Male,White,"Chronic ischaemic heart disease, unspecified",15.0,260740.0
Kentucky,55-64 years,Male,White,Pulmonary embolism without mention of acute cor pulmonale,23.0,260740.0
Kentucky,55-64 years,Male,White,"Cardiomyopathy, unspecified",15.0,260740.0
Kentucky,55-64 years,Male,White,"Cardiac arrest, unspecified",41.0,260740.0
Kentucky,55-64 years,Male,White,"Cardiac arrhythmia, unspecified",19.0,260740.0
Kentucky,55-64 years,Male,White,Congestive heart failure,48.0,260740.0
Kentucky,55-64 years,Male,White,"Cardiovascular disease, unspecified",19.0,260740.0
Kentucky,55-64 years,Male,White,"Heart disease, unspecified",10.0,260740.0
Kentucky,55-64 years,Male,White,"Intracerebral haemorrhage, unspecified",20.0,260740.0
Kentucky,55-64 years,Male,White,"Stroke, not specified as haemorrhage or infarction",55.0,260740.0
Kentucky,55-64 years,Male,White,"Peripheral vascular disease, unspecified",12.0,260740.0
Kentucky,55-64 years,Male,White,"Pneumonia, unspecified",38.0,260740.0
Kentucky,55-64 years,Male,White,"Emphysema, unspecified",20.0,260740.0
Kentucky,55-64 years,Male,White,Chronic obstructive pulmonary disease with acute lower respiratory infection,25.0,260740.0
Kentucky,55-64 years,Male,White,"Chronic obstructive pulmonary disease, unspecified",167.0,260740.0
Kentucky,55-64 years,Male,White,Pneumonitis due to food and vomit,17.0,260740.0
Kentucky,55-64 years,Male,White,Other interstitial pulmonary diseases with fibrosis,16.0,260740.0
Kentucky,55-64 years,Male,White,"Respiratory failure, unspecified",16.0,260740.0
Kentucky,55-64 years,Male,White,Alcoholic cirrhosis of liver,69.0,260740.0
Kentucky,55-64 years,Male,White,"Hepatic failure, unspecified",10.0,260740.0
Kentucky,55-64 years,Male,White,Other and unspecified cirrhosis of liver,55.0,260740.0
Kentucky,55-64 years,Male,White,"Liver disease, unspecified",13.0,260740.0
Kentucky,55-64 years,Male,White,"Gastrointestinal haemorrhage, unspecified",22.0,260740.0
Kentucky,55-64 years,Male,White,"Acute renal failure, unspecified",15.0,260740.0
Kentucky,55-64 years,Male,White,"Chronic kidney disease, stage 5",19.0,260740.0
Kentucky,55-64 years,Male,White,Person injured in collision between other specified motor vehicles (traffic),21.0,260740.0
Kentucky,55-64 years,Male,White,"Person injured in unspecified motor-vehicle accident, traffic",31.0,260740.0
Kentucky,55-64 years,Male,White,Exposure to uncontrolled fire in building or structure,11.0,260740.0
Kentucky,55-64 years,Male,White,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",27.0,260740.0
Kentucky,55-64 years,Male,White,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",67.0,260740.0
Kentucky,55-64 years,Male,White,"Intentional self-harm by hanging, strangulation and suffocation",13.0,260740.0
Kentucky,55-64 years,Male,White,Intentional self-harm by handgun discharge,10.0,260740.0
Kentucky,55-64 years,Male,White,Intentional self-harm by other and unspecified firearm discharge,51.0,260740.0
Kentucky,65-74 years,Female,Black or African American,"Colon, unspecified - Malignant neoplasms",12.0,12727.0
Kentucky,65-74 years,Female,Black or African American,"Bronchus or lung, unspecified - Malignant neoplasms",27.0,12727.0
Kentucky,65-74 years,Female,Black or African American,Hypertensive heart disease without (congestive) heart failure,10.0,12727.0
Kentucky,65-74 years,Female,Black or African American,"Acute myocardial infarction, unspecified",15.0,12727.0
Kentucky,65-74 years,Female,Black or African American,Atherosclerotic heart disease,11.0,12727.0
Kentucky,65-74 years,Female,Black or African American,"Chronic obstructive pulmonary disease, unspecified",19.0,12727.0
Kentucky,65-74 years,Female,White,Enterocolitis due to Clostridium difficile,24.0,203234.0
Kentucky,65-74 years,Female,White,"Septicaemia, unspecified",87.0,203234.0
Kentucky,65-74 years,Female,White,"Oesophagus, unspecified - Malignant neoplasms",12.0,203234.0
Kentucky,65-74 years,Female,White,"Stomach, unspecified - Malignant neoplasms",22.0,203234.0
Kentucky,65-74 years,Female,White,"Colon, unspecified - Malignant neoplasms",66.0,203234.0
Kentucky,65-74 years,Female,White,Liver cell carcinoma - Malignant neoplasms,10.0,203234.0
Kentucky,65-74 years,Female,White,Intrahepatic bile duct carcinoma - Malignant neoplasms,14.0,203234.0
Kentucky,65-74 years,Female,White,"Liver, unspecified - Malignant neoplasms",13.0,203234.0
Kentucky,65-74 years,Female,White,"Pancreas, unspecified - Malignant neoplasms",75.0,203234.0
Kentucky,65-74 years,Female,White,"Upper lobe, bronchus or lung - Malignant neoplasms",13.0,203234.0
Kentucky,65-74 years,Female,White,"Bronchus or lung, unspecified - Malignant neoplasms",425.0,203234.0
Kentucky,65-74 years,Female,White,"Malignant melanoma of skin, unspecified - Malignant neoplasms",10.0,203234.0
Kentucky,65-74 years,Female,White,"Breast, unspecified - Malignant neoplasms",139.0,203234.0
Kentucky,65-74 years,Female,White,"Cervix uteri, unspecified - Malignant neoplasms",11.0,203234.0
Kentucky,65-74 years,Female,White,Endometrium - Malignant neoplasms,19.0,203234.0
Kentucky,65-74 years,Female,White,"Malignant neoplasm of uterus, part unspecified",17.0,203234.0
Kentucky,65-74 years,Female,White,Malignant neoplasm of ovary,39.0,203234.0
Kentucky,65-74 years,Female,White,"Malignant neoplasm of kidney, except renal pelvis",26.0,203234.0
Kentucky,65-74 years,Female,White,"Bladder, unspecified - Malignant neoplasms",17.0,203234.0
Kentucky,65-74 years,Female,White,"Brain, unspecified - Malignant neoplasms",37.0,203234.0
Kentucky,65-74 years,Female,White,Malignant neoplasm without specification of site,64.0,203234.0
Kentucky,65-74 years,Female,White,Non-Hodgkin lymphoma large cell (diffuse),12.0,203234.0
Kentucky,65-74 years,Female,White,"Non-Hodgkin lymphoma, unspecified type",16.0,203234.0
Kentucky,65-74 years,Female,White,Multiple myeloma - Malignant neoplasms,17.0,203234.0
Kentucky,65-74 years,Female,White,Acute myeloid leukaemia - Malignant neoplasms,20.0,203234.0
Kentucky,65-74 years,Female,White,"Non-insulin-dependent diabetes mellitus, with renal complications",17.0,203234.0
Kentucky,65-74 years,Female,White,"Non-insulin-dependent diabetes mellitus, without complications",17.0,203234.0
Kentucky,65-74 years,Female,White,"Unspecified diabetes mellitus, with renal complications",44.0,203234.0
Kentucky,65-74 years,Female,White,"Unspecified diabetes mellitus, without complications",50.0,203234.0
Kentucky,65-74 years,Female,White,Acidosis,13.0,203234.0
Kentucky,65-74 years,Female,White,Unspecified dementia,61.0,203234.0
Kentucky,65-74 years,Female,White,Motor neuron disease,10.0,203234.0
Kentucky,65-74 years,Female,White,Parkinson disease,21.0,203234.0
