year,state,age_group,gender,race,deaths,population,crude_rate
2015.0,Mississippi,< 1 year,Male,White,76.0,10130,750.2
2015.0,Mississippi,5-14 years,Female,Black or African American,20.0,89196,22.4
2015.0,Mississippi,5-14 years,Female,White,20.0,107030,18.7
2015.0,Mississippi,5-14 years,Male,Black or African American,20.0,92127,21.7
2015.0,Mississippi,5-14 years,Male,White,31.0,112747,27.5
2015.0,Mississippi,15-24 years,Female,Black or African American,46.0,95442,48.2
2015.0,Mississippi,15-24 years,Female,White,62.0,110650,56.0
2015.0,Mississippi,15-24 years,Male,Black or African American,144.0,93975,153.2
2015.0,Mississippi,15-24 years,Male,White,134.0,118905,112.7
2015.0,Mississippi,25-34 years,Female,Black or African American,107.0,84603,126.5
2015.0,Mississippi,25-34 years,Female,White,94.0,110069,85.4
2015.0,Mississippi,25-34 years,Male,Black or African American,218.0,75512,288.7
2015.0,Mississippi,25-34 years,Male,White,250.0,113581,220.1
2015.0,Mississippi,35-44 years,Female,Black or African American,189.0,78114,242.0
2015.0,Mississippi,35-44 years,Female,White,225.0,107102,210.1
2015.0,Mississippi,35-44 years,Male,Black or African American,306.0,64764,472.5
2015.0,Mississippi,35-44 years,Male,White,349.0,109843,317.7
2015.0,Mississippi,45-54 years,Female,Black or African American,435.0,75823,573.7
2015.0,Mississippi,45-54 years,Female,White,543.0,119322,455.1
2015.0,Mississippi,45-54 years,Male,Black or African American,587.0,62006,946.7
2015.0,Mississippi,45-54 years,Male,White,883.0,119924,736.3
2015.0,Mississippi,55-64 years,Female,Black or African American,835.0,71383,1169.7
2015.0,Mississippi,55-64 years,Female,White,1133.0,123985,913.8
2015.0,Mississippi,55-64 years,Male,Black or African American,1200.0,59186,2027.5
2015.0,Mississippi,55-64 years,Male,White,1770.0,117955,1500.6
2015.0,Mississippi,65-74 years,Female,Black or African American,844.0,38840,2173.0
2015.0,Mississippi,65-74 years,Female,White,1889.0,97703,1933.4
2015.0,Mississippi,65-74 years,Male,Black or African American,1110.0,30780,3606.2
2015.0,Mississippi,65-74 years,Male,White,2496.0,87885,2840.1
2015.0,Mississippi,75-84 years,Female,Black or African American,964.0,19241,5010.1
2015.0,Mississippi,75-84 years,Female,White,2710.0,56926,4760.6
2015.0,Mississippi,75-84 years,Male,Black or African American,883.0,11453,7709.8
2015.0,Mississippi,75-84 years,Male,White,2980.0,42587,6997.4
2015.0,Mississippi,85+ years,Female,Black or African American,1164.0,8858,13140.7
2015.0,Mississippi,85+ years,Female,White,3816.0,25219,15131.4
2015.0,Mississippi,85+ years,Male,Black or African American,507.0,3386,14973.4
2015.0,Mississippi,85+ years,Male,White,2180.0,12541,17383.0
2015.0,Missouri,< 1 year,Female,Black or African American,69.0,5990,1151.9
2015.0,Missouri,< 1 year,Female,White,142.0,29195,486.4
2015.0,Missouri,< 1 year,Male,Black or African American,80.0,6255,1279.0
2015.0,Missouri,< 1 year,Male,White,189.0,30678,616.1
2015.0,Missouri,1-4 years,Female,White,32.0,116191,27.5
2015.0,Missouri,1-4 years,Male,White,30.0,122243,24.5
2015.0,Missouri,5-14 years,Female,White,43.0,307340,14.0
2015.0,Missouri,5-14 years,Male,Black or African American,20.0,61856,32.3
2015.0,Missouri,5-14 years,Male,White,48.0,322440,14.9
2015.0,Missouri,15-24 years,Female,Black or African American,51.0,63005,80.9
2015.0,Missouri,15-24 years,Female,White,160.0,326469,49.0
2015.0,Missouri,15-24 years,Male,Black or African American,202.0,66190,305.2
2015.0,Missouri,15-24 years,Male,White,352.0,340827,103.3
2015.0,Missouri,25-34 years,Female,Black or African American,76.0,56483,134.6
2015.0,Missouri,25-34 years,Female,White,275.0,330339,83.2
2015.0,Missouri,25-34 years,Male,Black or African American,201.0,52590,382.2
2015.0,Missouri,25-34 years,Male,White,578.0,335079,172.5
2015.0,Missouri,35-44 years,Female,Black or African American,99.0,49009,202.0
2015.0,Missouri,35-44 years,Female,White,481.0,304483,158.0
2015.0,Missouri,35-44 years,Male,Black or African American,193.0,42347,455.8
2015.0,Missouri,35-44 years,Male,White,778.0,308299,252.4
2015.0,Missouri,45-54 years,Female,Black or African American,233.0,48724,478.2
2015.0,Missouri,45-54 years,Female,White,1312.0,347805,377.2
2015.0,Missouri,45-54 years,Male,Asian or Pacific Islander,22.0,7752,283.8
2015.0,Missouri,45-54 years,Male,Black or African American,318.0,42741,744.0
2015.0,Missouri,45-54 years,Male,White,1949.0,343985,566.6
2015.0,Missouri,55-64 years,Female,Asian or Pacific Islander,28.0,6375,439.2
2015.0,Missouri,55-64 years,Female,Black or African American,508.0,44963,1129.8
2015.0,Missouri,55-64 years,Female,White,2697.0,362292,744.4
2015.0,Missouri,55-64 years,Male,Black or African American,688.0,37231,1847.9
2015.0,Missouri,55-64 years,Male,White,4290.0,344203,1246.4
2015.0,Missouri,65-74 years,Female,Asian or Pacific Islander,28.0,3930,712.5
2015.0,Missouri,65-74 years,Female,Black or African American,517.0,25889,1997.0
2015.0,Missouri,65-74 years,Female,White,4217.0,257978,1634.6
2015.0,Missouri,65-74 years,Male,Asian or Pacific Islander,31.0,2903,1067.9
2015.0,Missouri,65-74 years,Male,Black or African American,673.0,18795,3580.7
2015.0,Missouri,65-74 years,Male,White,5540.0,230757,2400.8
2015.0,Missouri,75-84 years,Female,American Indian or Alaska Native,20.0,562,3558.7
2015.0,Missouri,75-84 years,Female,Asian or Pacific Islander,41.0,1661,2468.4
2015.0,Missouri,75-84 years,Female,Black or African American,583.0,13225,4408.3
2015.0,Missouri,75-84 years,Female,White,6539.0,146577,4461.1
2015.0,Missouri,75-84 years,Male,Asian or Pacific Islander,34.0,1308,2599.4
2015.0,Missouri,75-84 years,Male,Black or African American,562.0,7846,7162.9
2015.0,Missouri,75-84 years,Male,White,6698.0,113520,5900.3
2015.0,Missouri,85+ years,Female,Asian or Pacific Islander,45.0,531,8474.6
2015.0,Missouri,85+ years,Female,Black or African American,732.0,5995,12210.2
2015.0,Missouri,85+ years,Female,White,10477.0,77302,13553.3
2015.0,Missouri,85+ years,Male,Asian or Pacific Islander,26.0,301,8637.9
2015.0,Missouri,85+ years,Male,Black or African American,350.0,2458,14239.2
2015.0,Missouri,85+ years,Male,White,6404.0,39796,16092.1
2015.0,Montana,< 1 year,Male,White,36.0,5448,660.8
2015.0,Montana,15-24 years,Female,White,28.0,57742,48.5
2015.0,Montana,15-24 years,Male,White,65.0,64085,101.4
2015.0,Montana,25-34 years,Female,American Indian or Alaska Native,21.0,5588,375.8
2015.0,Montana,25-34 years,Female,White,53.0,56739,93.4
2015.0,Montana,25-34 years,Male,American Indian or Alaska Native,25.0,5484,455.9
2015.0,Montana,25-34 years,Male,White,100.0,59558,167.9
2015.0,Montana,35-44 years,Female,American Indian or Alaska Native,20.0,4007,499.1
2015.0,Montana,35-44 years,Female,White,72.0,52042,138.3
2015.0,Montana,35-44 years,Male,American Indian or Alaska Native,38.0,4030,942.9
2015.0,Montana,35-44 years,Male,White,128.0,54910,233.1
2015.0,Montana,45-54 years,Female,American Indian or Alaska Native,42.0,3982,1054.7
2015.0,Montana,45-54 years,Female,White,211.0,59137,356.8
2015.0,Montana,45-54 years,Male,American Indian or Alaska Native,51.0,3798,1342.8
2015.0,Montana,45-54 years,Male,White,305.0,59036,516.6
2015.0,Montana,55-64 years,Female,American Indian or Alaska Native,53.0,3709,1429.0
2015.0,Montana,55-64 years,Female,White,436.0,72471,601.6
2015.0,Montana,55-64 years,Male,American Indian or Alaska Native,71.0,3305,2148.3
2015.0,Montana,55-64 years,Male,White,731.0,70516,1036.6
2015.0,Montana,65-74 years,Female,American Indian or Alaska Native,51.0,1921,2654.9
2015.0,Montana,65-74 years,Female,White,673.0,49788,1351.7
2015.0,Montana,65-74 years,Male,American Indian or Alaska Native,69.0,1660,4156.6
2015.0,Montana,65-74 years,Male,White,1020.0,50913,2003.4
2015.0,Montana,75-84 years,Female,American Indian or Alaska Native,68.0,855,7953.2
2015.0,Montana,75-84 years,Female,White,970.0,25712,3772.6
2015.0,Montana,75-84 years,Male,American Indian or Alaska Native,48.0,604,7947.0
2015.0,Montana,75-84 years,Male,White,1180.0,22968,5137.6
2015.0,Montana,85+ years,Female,American Indian or Alaska Native,29.0,207,14009.7
2015.0,Montana,85+ years,Female,White,1870.0,13785,13565.5
2015.0,Montana,85+ years,Male,American Indian or Alaska Native,20.0,141,14184.4
2015.0,Montana,85+ years,Male,White,1278.0,8158,15665.6
2015.0,Nebraska,< 1 year,Female,White,52.0,11104,468.3
2015.0,Nebraska,< 1 year,Male,White,72.0,11744,613.1
2015.0,Nebraska,15-24 years,Female,White,43.0,115375,37.3
2015.0,Nebraska,15-24 years,Male,White,104.0,120206,86.5
2015.0,Nebraska,25-34 years,Female,White,62.0,108441,57.2
2015.0,Nebraska,25-34 years,Male,Black or African American,20.0,8326,240.2
2015.0,Nebraska,25-34 years,Male,White,142.0,114165,124.4
2015.0,Nebraska,35-44 years,Female,White,111.0,100543,110.4
2015.0,Nebraska,35-44 years,Male,White,173.0,104152,166.1
2015.0,Nebraska,45-54 years,Female,Black or African American,34.0,5202,653.6
2015.0,Nebraska,45-54 years,Female,White,299.0,107110,279.2
2015.0,Nebraska,45-54 years,Male,Black or African American,39.0,5804,672.0
2015.0,Nebraska,45-54 years,Male,White,484.0,107961,448.3
2015.0,Nebraska,55-64 years,Female,Black or African American,56.0,4331,1293.0
2015.0,Nebraska,55-64 years,Female,White,741.0,113391,653.5
2015.0,Nebraska,55-64 years,Male,Black or African American,66.0,4346,1518.6
2015.0,Nebraska,55-64 years,Male,White,1049.0,111069,944.5
2015.0,Nebraska,65-74 years,Female,Black or African American,43.0,2375,1810.5
2015.0,Nebraska,65-74 years,Female,White,1042.0,75399,1382.0
2015.0,Nebraska,65-74 years,Male,Black or African American,47.0,1933,2431.5
2015.0,Nebraska,65-74 years,Male,White,1502.0,69968,2146.7
2015.0,Nebraska,75-84 years,Female,Black or African American,52.0,1189,4373.4
2015.0,Nebraska,75-84 years,Female,White,1900.0,45795,4148.9
2015.0,Nebraska,75-84 years,Male,Black or African American,76.0,851,8930.7
2015.0,Nebraska,75-84 years,Male,White,2003.0,35005,5722.0
2015.0,Nebraska,85+ years,Female,Black or African American,57.0,427,13348.9
2015.0,Nebraska,85+ years,Female,White,3780.0,26935,14033.8
2015.0,Nebraska,85+ years,Male,Black or African American,28.0,220,12727.3
2015.0,Nebraska,85+ years,Male,White,2333.0,14295,16320.4
2015.0,Nevada,< 1 year,Female,Black or African American,22.0,2310,952.4
2015.0,Nevada,< 1 year,Female,White,56.0,13074,428.3
2015.0,Nevada,< 1 year,Male,Black or African American,32.0,2452,1305.1
2015.0,Nevada,< 1 year,Male,White,60.0,13643,439.8
2015.0,Nevada,1-4 years,Male,White,20.0,54708,36.6
2015.0,Nevada,5-14 years,Female,White,22.0,141691,15.5
2015.0,Nevada,5-14 years,Male,White,24.0,147396,16.3
2015.0,Nevada,15-24 years,Female,White,61.0,133069,45.8
2015.0,Nevada,15-24 years,Male,Black or African American,29.0,24411,118.8
2015.0,Nevada,15-24 years,Male,White,152.0,140205,108.4
2015.0,Nevada,25-34 years,Female,Black or African American,34.0,24248,140.2
2015.0,Nevada,25-34 years,Female,White,119.0,151915,78.3
2015.0,Nevada,25-34 years,Male,Black or African American,50.0,23819,209.9
2015.0,Nevada,25-34 years,Male,White,264.0,161388,163.6
2015.0,Nevada,35-44 years,Female,Black or African American,43.0,19846,216.7
2015.0,Nevada,35-44 years,Female,White,206.0,142130,144.9
2015.0,Nevada,35-44 years,Male,Asian or Pacific Islander,29.0,19576,148.1
2015.0,Nevada,35-44 years,Male,Black or African American,75.0,19612,382.4
2015.0,Nevada,35-44 years,Male,White,365.0,152650,239.1
2015.0,Nevada,45-54 years,Female,Asian or Pacific Islander,52.0,23663,219.8
2015.0,Nevada,45-54 years,Female,Black or African American,67.0,17704,378.4
2015.0,Nevada,45-54 years,Female,White,523.0,146110,357.9
2015.0,Nevada,45-54 years,Male,Asian or Pacific Islander,68.0,17869,380.5
2015.0,Nevada,45-54 years,Male,Black or African American,129.0,18465,698.6
2015.0,Nevada,45-54 years,Male,White,834.0,158436,526.4
2015.0,Nevada,55-64 years,Female,Asian or Pacific Islander,76.0,21201,358.5
2015.0,Nevada,55-64 years,Female,Black or African American,159.0,14520,1095.0
2015.0,Nevada,55-64 years,Female,White,1065.0,141901,750.5
2015.0,Nevada,55-64 years,Male,American Indian or Alaska Native,32.0,2606,1227.9
2015.0,Nevada,55-64 years,Male,Asian or Pacific Islander,73.0,14756,494.7
2015.0,Nevada,55-64 years,Male,Black or African American,227.0,13766,1649.0
2015.0,Nevada,55-64 years,Male,White,1746.0,142508,1225.2
2015.0,Nevada,65-74 years,Female,Asian or Pacific Islander,128.0,15132,845.9
2015.0,Nevada,65-74 years,Female,Black or African American,185.0,9553,1936.6
2015.0,Nevada,65-74 years,Female,White,1846.0,109738,1682.2
2015.0,Nevada,65-74 years,Male,American Indian or Alaska Native,28.0,1433,1953.9
2015.0,Nevada,65-74 years,Male,Asian or Pacific Islander,136.0,10689,1272.3
2015.0,Nevada,65-74 years,Male,Black or African American,209.0,7783,2685.3
2015.0,Nevada,65-74 years,Male,White,2579.0,108167,2384.3
2015.0,Nevada,75-84 years,Female,Asian or Pacific Islander,141.0,6235,2261.4
2015.0,Nevada,75-84 years,Female,Black or African American,183.0,4364,4193.4
2015.0,Nevada,75-84 years,Female,White,2207.0,50855,4339.8
2015.0,Nevada,75-84 years,Male,Asian or Pacific Islander,165.0,4542,3632.8
2015.0,Nevada,75-84 years,Male,Black or African American,187.0,3558,5255.8
2015.0,Nevada,75-84 years,Male,White,2639.0,47630,5540.6
2015.0,Nevada,85+ years,Female,Asian or Pacific Islander,155.0,1790,8659.2
2015.0,Nevada,85+ years,Female,Black or African American,164.0,1386,11832.6
2015.0,Nevada,85+ years,Female,White,2753.0,20737,13275.8
2015.0,Nevada,85+ years,Male,Asian or Pacific Islander,82.0,1025,8000.0
2015.0,Nevada,85+ years,Male,Black or African American,103.0,884,11651.6
2015.0,Nevada,85+ years,Male,White,1986.0,13436,14781.2
2015.0,New Hampshire,< 1 year,Male,White,32.0,6039,529.9
2015.0,New Hampshire,15-24 years,Female,White,31.0,82518,37.6
2015.0,New Hampshire,15-24 years,Male,White,72.0,85136,84.6
2015.0,New Hampshire,25-34 years,Female,White,68.0,71098,95.6
2015.0,New Hampshire,25-34 years,Male,White,175.0,74703,234.3
2015.0,New Hampshire,35-44 years,Female,White,117.0,72892,160.5
2015.0,New Hampshire,35-44 years,Male,White,198.0,71581,276.6
2015.0,New Hampshire,45-54 years,Female,White,263.0,99799,263.5
2015.0,New Hampshire,45-54 years,Male,White,396.0,97161,407.6
2015.0,New Hampshire,55-64 years,Female,White,568.0,99578,570.4
2015.0,New Hampshire,55-64 years,Male,White,838.0,96720,866.4
2015.0,New Hampshire,65-74 years,Female,White,905.0,65256,1386.8
2015.0,New Hampshire,65-74 years,Male,White,1185.0,61361,1931.2
2015.0,New Hampshire,75-84 years,Female,White,1379.0,32843,4198.8
2015.0,New Hampshire,75-84 years,Male,White,1483.0,26456,5605.5
2015.0,New Hampshire,85+ years,Female,White,2569.0,18898,13594.0
2015.0,New Hampshire,85+ years,Male,White,1547.0,9676,15988.0
2015.0,New Jersey,< 1 year,Female,Black or African American,89.0,9785,909.6
2015.0,New Jersey,< 1 year,Female,White,120.0,35225,340.7
2015.0,New Jersey,< 1 year,Male,Black or African American,93.0,10184,913.2
2015.0,New Jersey,< 1 year,Male,White,160.0,36939,433.1
2015.0,New Jersey,1-4 years,Female,White,27.0,144787,18.6
2015.0,New Jersey,1-4 years,Male,White,24.0,150966,15.9
2015.0,New Jersey,5-14 years,Female,White,39.0,386340,10.1
2015.0,New Jersey,5-14 years,Male,White,34.0,403875,8.4
2015.0,New Jersey,15-24 years,Female,Black or African American,50.0,106361,47.0
2015.0,New Jersey,15-24 years,Female,White,117.0,395130,29.6
2015.0,New Jersey,15-24 years,Male,Black or African American,145.0,110665,131.0
2015.0,New Jersey,15-24 years,Male,White,326.0,420108,77.6
2015.0,New Jersey,25-34 years,Female,Black or African American,86.0,101412,84.8
2015.0,New Jersey,25-34 years,Female,White,208.0,388104,53.6
2015.0,New Jersey,25-34 years,Male,Asian or Pacific Islander,31.0,71261,43.5
2015.0,New Jersey,25-34 years,Male,Black or African American,199.0,96317,206.6
2015.0,New Jersey,25-34 years,Male,White,615.0,410845,149.7
2015.0,New Jersey,35-44 years,Female,Asian or Pacific Islander,26.0,82660,31.5
2015.0,New Jersey,35-44 years,Female,Black or African American,173.0,99317,174.2
2015.0,New Jersey,35-44 years,Female,White,387.0,402281,96.2
2015.0,New Jersey,35-44 years,Male,Asian or Pacific Islander,39.0,77528,50.3
2015.0,New Jersey,35-44 years,Male,Black or African American,236.0,88040,268.1
2015.0,New Jersey,35-44 years,Male,White,802.0,404339,198.3
2015.0,New Jersey,45-54 years,Female,Asian or Pacific Islander,57.0,65721,86.7
2015.0,New Jersey,45-54 years,Female,Black or African American,451.0,105814,426.2
2015.0,New Jersey,45-54 years,Female,White,1154.0,502251,229.8
2015.0,New Jersey,45-54 years,Male,Asian or Pacific Islander,73.0,61024,119.6
2015.0,New Jersey,45-54 years,Male,Black or African American,562.0,91259,615.8
2015.0,New Jersey,45-54 years,Male,White,1882.0,489534,384.4
2015.0,New Jersey,55-64 years,Female,Asian or Pacific Islander,95.0,51111,185.9
2015.0,New Jersey,55-64 years,Female,Black or African American,743.0,84564,878.6
2015.0,New Jersey,55-64 years,Female,White,2446.0,474872,515.1
2015.0,New Jersey,55-64 years,Male,Asian or Pacific Islander,153.0,46018,332.5
2015.0,New Jersey,55-64 years,Male,Black or African American,960.0,68396,1403.6
2015.0,New Jersey,55-64 years,Male,White,3960.0,449071,881.8
2015.0,New Jersey,65-74 years,Female,Asian or Pacific Islander,167.0,31393,532.0
2015.0,New Jersey,65-74 years,Female,Black or African American,837.0,51470,1626.2
2015.0,New Jersey,65-74 years,Female,White,4201.0,324418,1294.9
2015.0,New Jersey,65-74 years,Male,Asian or Pacific Islander,225.0,27379,821.8
2015.0,New Jersey,65-74 years,Male,Black or African American,1041.0,35739,2912.8
2015.0,New Jersey,65-74 years,Male,White,5343.0,280192,1906.9
2015.0,New Jersey,75-84 years,Female,Asian or Pacific Islander,236.0,13826,1706.9
2015.0,New Jersey,75-84 years,Female,Black or African American,1195.0,27287,4379.4
2015.0,New Jersey,75-84 years,Female,White,7130.0,187816,3796.3
2015.0,New Jersey,75-84 years,Male,Asian or Pacific Islander,303.0,11839,2559.3
2015.0,New Jersey,75-84 years,Male,Black or African American,920.0,15800,5822.8
2015.0,New Jersey,75-84 years,Male,White,7133.0,135320,5271.2
2015.0,New Jersey,85+ years,Female,Asian or Pacific Islander,312.0,4265,7315.4
2015.0,New Jersey,85+ years,Female,Black or African American,1283.0,11045,11616.1
2015.0,New Jersey,85+ years,Female,White,15430.0,115933,13309.4
2015.0,New Jersey,85+ years,Male,Asian or Pacific Islander,199.0,2674,7442.0
2015.0,New Jersey,85+ years,Male,Black or African American,585.0,4653,12572.5
2015.0,New Jersey,85+ years,Male,White,8980.0,57938,15499.3
2015.0,New Mexico,< 1 year,Female,White,42.0,10259,409.4
2015.0,New Mexico,< 1 year,Male,White,58.0,10682,543.0
2015.0,New Mexico,5-14 years,Male,White,29.0,113896,25.5
2015.0,New Mexico,15-24 years,Female,White,68.0,111820,60.8
2015.0,New Mexico,15-24 years,Male,American Indian or Alaska Native,29.0,18790,154.3
2015.0,New Mexico,15-24 years,Male,White,169.0,120845,139.8
2015.0,New Mexico,25-34 years,Female,American Indian or Alaska Native,40.0,18107,220.9
2015.0,New Mexico,25-34 years,Female,White,101.0,109299,92.4
2015.0,New Mexico,25-34 years,Male,American Indian or Alaska Native,95.0,18295,519.3
2015.0,New Mexico,25-34 years,Male,White,269.0,117014,229.9
2015.0,New Mexico,35-44 years,Female,American Indian or Alaska Native,53.0,14415,367.7
2015.0,New Mexico,35-44 years,Female,White,192.0,99739,192.5
2015.0,New Mexico,35-44 years,Male,American Indian or Alaska Native,111.0,13856,801.1
2015.0,New Mexico,35-44 years,Male,White,354.0,101212,349.8
2015.0,New Mexico,45-54 years,Female,American Indian or Alaska Native,75.0,14095,532.1
2015.0,New Mexico,45-54 years,Female,White,403.0,111034,363.0
2015.0,New Mexico,45-54 years,Male,American Indian or Alaska Native,135.0,12789,1055.6
2015.0,New Mexico,45-54 years,Male,White,728.0,107440,677.6
2015.0,New Mexico,55-64 years,Female,American Indian or Alaska Native,74.0,12104,611.4
2015.0,New Mexico,55-64 years,Female,Black or African American,29.0,2692,1077.3
2015.0,New Mexico,55-64 years,Female,White,756.0,124605,606.7
2015.0,New Mexico,55-64 years,Male,American Indian or Alaska Native,120.0,10206,1175.8
2015.0,New Mexico,55-64 years,Male,Black or African American,34.0,3324,1022.9
2015.0,New Mexico,55-64 years,Male,White,1333.0,113942,1169.9
2015.0,New Mexico,65-74 years,Female,American Indian or Alaska Native,100.0,7033,1421.9
2015.0,New Mexico,65-74 years,Female,Black or African American,22.0,1540,1428.6
2015.0,New Mexico,65-74 years,Female,White,1235.0,92300,1338.0
2015.0,New Mexico,65-74 years,Male,American Indian or Alaska Native,127.0,5550,2288.3
2015.0,New Mexico,65-74 years,Male,Black or African American,46.0,1686,2728.4
2015.0,New Mexico,65-74 years,Male,White,1699.0,84234,2017.0
2015.0,New Mexico,75-84 years,Female,American Indian or Alaska Native,137.0,3613,3791.9
2015.0,New Mexico,75-84 years,Female,Asian or Pacific Islander,22.0,741,2969.0
2015.0,New Mexico,75-84 years,Female,Black or African American,30.0,796,3768.8
2015.0,New Mexico,75-84 years,Female,White,1754.0,47809,3668.8
2015.0,New Mexico,75-84 years,Male,American Indian or Alaska Native,114.0,2327,4899.0
2015.0,New Mexico,75-84 years,Male,Black or African American,32.0,734,4359.7
2015.0,New Mexico,75-84 years,Male,White,2024.0,40044,5054.4
2015.0,New Mexico,85+ years,Female,American Indian or Alaska Native,154.0,1249,12329.9
2015.0,New Mexico,85+ years,Female,Black or African American,41.0,386,10621.8
2015.0,New Mexico,85+ years,Female,White,2687.0,22198,12104.7
2015.0,New Mexico,85+ years,Male,American Indian or Alaska Native,75.0,670,11194.0
2015.0,New Mexico,85+ years,Male,Black or African American,22.0,188,11702.1
2015.0,New Mexico,85+ years,Male,White,1791.0,13562,13206.0
2015.0,New York,< 1 year,Female,Asian or Pacific Islander,21.0,10183,206.2
2015.0,New York,< 1 year,Female,Black or African American,163.0,27600,590.6
2015.0,New York,< 1 year,Female,White,301.0,76889,391.5
2015.0,New York,< 1 year,Male,Asian or Pacific Islander,41.0,10771,380.7
2015.0,New York,< 1 year,Male,Black or African American,200.0,28756,695.5
2015.0,New York,< 1 year,Male,White,359.0,80461,446.2
2015.0,New York,1-4 years,Female,Black or African American,22.0,101145,21.8
2015.0,New York,1-4 years,Female,White,59.0,310958,19.0
2015.0,New York,1-4 years,Male,Black or African American,30.0,104423,28.7
2015.0,New York,1-4 years,Male,White,57.0,326152,17.5
2015.0,New York,5-14 years,Female,Black or African American,26.0,238841,10.9
2015.0,New York,5-14 years,Female,White,67.0,771415,8.7
2015.0,New York,5-14 years,Male,Black or African American,28.0,246612,11.4
2015.0,New York,5-14 years,Male,White,88.0,809425,10.9
2015.0,New York,15-24 years,Female,Black or African American,85.0,282366,30.1
2015.0,New York,15-24 years,Female,White,257.0,895242,28.7
2015.0,New York,15-24 years,Male,Asian or Pacific Islander,54.0,122229,44.2
2015.0,New York,15-24 years,Male,Black or African American,262.0,284114,92.2
2015.0,New York,15-24 years,Male,White,671.0,924117,72.6
2015.0,New York,25-34 years,Female,Asian or Pacific Islander,31.0,174673,17.7
2015.0,New York,25-34 years,Female,Black or African American,184.0,287201,64.1
2015.0,New York,25-34 years,Female,White,506.0,964848,52.4
2015.0,New York,25-34 years,Male,Asian or Pacific Islander,75.0,155148,48.3
2015.0,New York,25-34 years,Male,Black or African American,390.0,269165,144.9
2015.0,New York,25-34 years,Male,White,1253.0,991446,126.4
2015.0,New York,35-44 years,Female,Asian or Pacific Islander,85.0,150848,56.3
2015.0,New York,35-44 years,Female,Black or African American,337.0,252142,133.7
2015.0,New York,35-44 years,Female,White,844.0,851801,99.1
2015.0,New York,35-44 years,Male,Asian or Pacific Islander,89.0,130128,68.4
2015.0,New York,35-44 years,Male,Black or African American,452.0,213623,211.6
2015.0,New York,35-44 years,Male,White,1572.0,864919,181.8
2015.0,New York,45-54 years,Female,Asian or Pacific Islander,135.0,132824,101.6
2015.0,New York,45-54 years,Female,Black or African American,897.0,274112,327.2
2015.0,New York,45-54 years,Female,White,2448.0,994596,246.1
2015.0,New York,45-54 years,Male,American Indian or Alaska Native,26.0,14724,176.6
2015.0,New York,45-54 years,Male,Asian or Pacific Islander,221.0,117856,187.5
2015.0,New York,45-54 years,Male,Black or African American,1203.0,227481,528.8
2015.0,New York,45-54 years,Male,White,4022.0,982466,409.4
2015.0,New York,55-64 years,Female,American Indian or Alaska Native,21.0,11123,188.8
2015.0,New York,55-64 years,Female,Asian or Pacific Islander,252.0,108805,231.6
2015.0,New York,55-64 years,Female,Black or African American,1577.0,231348,681.7
2015.0,New York,55-64 years,Female,White,5200.0,976142,532.7
2015.0,New York,55-64 years,Male,American Indian or Alaska Native,27.0,9781,276.0
2015.0,New York,55-64 years,Male,Asian or Pacific Islander,446.0,100877,442.1
2015.0,New York,55-64 years,Male,Black or African American,2153.0,182454,1180.0
2015.0,New York,55-64 years,Male,White,8332.0,923470,902.2
2015.0,New York,65-74 years,Female,American Indian or Alaska Native,28.0,6079,460.6
2015.0,New York,65-74 years,Female,Asian or Pacific Islander,367.0,64113,572.4
2015.0,New York,65-74 years,Female,Black or African American,2090.0,145462,1436.8
2015.0,New York,65-74 years,Female,White,9072.0,688560,1317.5
2015.0,New York,65-74 years,Male,American Indian or Alaska Native,24.0,4831,496.8
2015.0,New York,65-74 years,Male,Asian or Pacific Islander,602.0,56546,1064.6
2015.0,New York,65-74 years,Male,Black or African American,2314.0,98666,2345.3
2015.0,New York,65-74 years,Male,White,11552.0,595791,1938.9
2015.0,New York,75-84 years,Female,American Indian or Alaska Native,38.0,2976,1276.9
2015.0,New York,75-84 years,Female,Asian or Pacific Islander,622.0,31103,1999.8
2015.0,New York,75-84 years,Female,Black or African American,2508.0,77221,3247.8
2015.0,New York,75-84 years,Female,White,14697.0,397522,3697.2
2015.0,New York,75-84 years,Male,American Indian or Alaska Native,23.0,1951,1178.9
2015.0,New York,75-84 years,Male,Asian or Pacific Islander,786.0,25538,3077.8
2015.0,New York,75-84 years,Male,Black or African American,2102.0,43503,4831.9
2015.0,New York,75-84 years,Male,White,15233.0,290982,5235.0
2015.0,New York,85+ years,Female,American Indian or Alaska Native,35.0,1261,2775.6
2015.0,New York,85+ years,Female,Asian or Pacific Islander,880.0,12198,7214.3
2015.0,New York,85+ years,Female,Black or African American,3343.0,35178,9503.1
2015.0,New York,85+ years,Female,White,31266.0,240432,13004.1
2015.0,New York,85+ years,Male,Asian or Pacific Islander,616.0,7464,8252.9
2015.0,New York,85+ years,Male,Black or African American,1427.0,13871,10287.7
2015.0,New York,85+ years,Male,White,18315.0,122439,14958.5
2015.0,North Carolina,< 1 year,Female,Black or African American,166.0,16060,1033.6
2015.0,North Carolina,< 1 year,Female,White,210.0,39472,532.0
2015.0,North Carolina,< 1 year,Male,Black or African American,203.0,16911,1200.4
2015.0,North Carolina,< 1 year,Male,White,267.0,41285,646.7
2015.0,North Carolina,1-4 years,Female,Black or African American,23.0,64513,35.7
2015.0,North Carolina,1-4 years,Female,White,34.0,156250,21.8
2015.0,North Carolina,1-4 years,Male,Black or African American,27.0,67198,40.2
